date_str,country_name,iso3,effective_tariff,total_imports,tariff_2024
2025-12-04,PHILIPPINES,PHL,13.210762002108252,13930354398.0,1.3606079686473171
2025-12-04,CHILE,CHL,5.952021711859688,16426746171.0,0.0289320292072832
2025-12-04,TURKEY,TUR,15.638102703917715,16577520954.0,3.317861883729277
2025-12-04,SOUTH AFRICA,ZAF,12.34392791900034,14590861017.0,0.2596966618752078
2025-12-04,VENEZUELA,VEN,1.9369069672489692,5684940767.0,0.1419630974318645
2025-12-04,IRAQ,IRQ,0.751686897976245,7595583687.0,0.0941318046727223
2025-12-04,ECUADOR,ECU,5.562030158263499,8723106488.0,0.4318083133780035
2025-12-04,COSTA RICA,CRI,11.570798357924923,11441670778.0,0.108517280744293
2025-12-04,PERU,PER,7.419898775130576,9605440694.0,0.1023464233779589
2025-12-04,BANGLADESH,BGD,19.944040762317453,8444238245.0,15.06031083091498
2025-12-04,CAMBODIA,KHM,19.57148323105855,12728558279.0,7.049896660177754
2025-12-04,HONG KONG,HKG,15.110497269443092,5895965378.0,0.989900894224688
2025-12-04,NORWAY,NOR,9.731923436171895,6521465715.0,0.575496378270847
2025-12-04,DOMINICAN REPUBLIC,DOM,10.029375365857264,7502813278.0,0.3628772433912622
2025-12-04,ARGENTINA,ARG,4.654118708279643,7735341905.0,1.041774881959791
2025-12-04,NIGERIA,NGA,0.6749950571094993,6108389412.0,0.0762987701937297
2025-12-04,HONDURAS,HND,11.346071569191704,5523842740.0,0.4703619603768806
2025-12-04,NEW ZEALAND,NZL,11.519750544820836,5580064221.0,1.1250411019239055
2025-12-04,SLOVAKIA,SVK,22.810947378341112,8141337864.0,2.4215965888330806
2025-12-04,UNITED ARAB EMIRATES,ARE,10.515918417288368,7188011875.0,2.269413320912189
2025-12-04,GUATEMALA,GTM,6.485930946346181,5024213301.0,0.8735477052947678
2025-12-04,PAKISTAN,PAK,18.882883002677172,5107479031.0,9.589125790382516
2025-12-04,TRINIDAD AND TOBAGO,TTO,6.323432235988937,3247910632.0,0.0142155389206534
2025-12-04,NICARAGUA,NIC,14.428916273279498,4640059191.0,1.3320080942045034
2025-12-04,KUWAIT,KWT,0.4618521601802067,1704495990.0,0.1050545739330252
2025-12-04,ALGERIA,DZA,2.9515250778607136,2712545770.0,0.0961585617779271
2025-12-04,SRI LANKA,LKA,18.881510016759705,3118528089.0,10.121829240961503
2025-12-04,ANGOLA,AGO,2.625495577400305,1662167957.0,0.0647056150655899
2025-12-04,EL SALVADOR,SLV,9.834150068217271,2301947103.0,0.92059912985759
2025-12-04,EGYPT,EGY,9.365274914705225,2559338157.0,1.8207506840214704
2025-12-04,EUROPEAN UNION,EUU,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-07,CHINA,CHN,18.87485633253861,429425828419.0,10.865954673194842
2026-02-07,MEXICO,MEX,8.253451851160595,503438605302.0,0.2483985951474333
2026-02-07,CANADA,CAN,9.982857351517987,411693824741.0,0.1004719282005802
2026-02-07,JAPAN,JPN,14.33221329512692,151340030810.0,1.5080061314809772
2026-02-07,"KOREA, SOUTH",KOR,13.307981476397142,130458735626.0,0.1907498779640211
2026-02-07,VIETNAM,VNM,14.35192988117036,141361159091.0,3.77434496880812
2026-02-07,TAIWAN,TWN,8.823284738971527,115274122243.0,0.9381444681229574
2026-02-07,INDIA,IND,13.524626060972292,87735219365.0,2.4006631752267915
2026-02-07,UNITED KINGDOM,GBR,10.95057421436561,68205970097.0,0.9568484123484456
2026-02-07,SWITZERLAND,CHE,6.575694994461327,60919464587.0,0.5962607476322337
2026-02-07,MALAYSIA,MYS,11.521501498273228,51626608290.0,0.6439635839187916
2026-02-07,THAILAND,THA,14.625316192482453,63282378964.0,1.5883308441545774
2026-02-07,BRAZIL,BRA,22.488184046573696,42749059621.0,1.283186909521001
2026-02-07,SINGAPORE,SGP,4.159714572308154,42642848286.0,0.0777042630402308
2026-02-07,INDONESIA,IDN,17.485343655258834,28106070973.0,4.851827159726428
2026-02-07,ISRAEL,ISR,10.37188326172987,22708195633.0,0.1302083374560647
2026-02-07,SAUDI ARABIA,SAU,1.236959264188343,12571913684.0,0.3597939274556667
2026-02-07,RUSSIA,RUS,0.953582847707474,2931845520.0,0.6264000226041924
2026-02-07,COLOMBIA,COL,5.258599191925553,18310770810.0,0.1414987128005017
2026-02-07,AUSTRALIA,AUS,5.982685411388559,16680584707.0,0.1154843630386415
2026-02-07,PHILIPPINES,PHL,13.210762002108252,13930354398.0,1.3606079686473171
2026-02-07,CHILE,CHL,5.952021711859688,16426746171.0,0.0289320292072832
2026-02-07,TURKEY,TUR,15.638102703917715,16577520954.0,3.317861883729277
2026-02-07,SOUTH AFRICA,ZAF,12.34392791900034,14590861017.0,0.2596966618752078
2026-02-07,VENEZUELA,VEN,1.9369069672489692,5684940767.0,0.1419630974318645
2026-02-07,IRAQ,IRQ,0.751686897976245,7595583687.0,0.0941318046727223
2026-02-07,ECUADOR,ECU,5.562030158263499,8723106488.0,0.4318083133780035
2026-02-07,COSTA RICA,CRI,11.570798357924923,11441670778.0,0.108517280744293
2026-02-07,PERU,PER,7.419898775130576,9605440694.0,0.1023464233779589
2026-02-07,BANGLADESH,BGD,19.944040762317453,8444238245.0,15.06031083091498
2026-02-07,CAMBODIA,KHM,19.57148323105855,12728558279.0,7.049896660177754
2026-02-07,HONG KONG,HKG,15.110497269443092,5895965378.0,0.989900894224688
2026-02-07,NORWAY,NOR,9.731923436171895,6521465715.0,0.575496378270847
2026-02-07,DOMINICAN REPUBLIC,DOM,10.029375365857264,7502813278.0,0.3628772433912622
2026-02-07,ARGENTINA,ARG,4.654118708279643,7735341905.0,1.041774881959791
2026-02-07,NIGERIA,NGA,0.6749950571094993,6108389412.0,0.0762987701937297
2026-02-07,HONDURAS,HND,11.346071569191704,5523842740.0,0.4703619603768806
2026-02-07,NEW ZEALAND,NZL,11.519750544820836,5580064221.0,1.1250411019239055
2026-02-07,SLOVAKIA,SVK,22.810947378341112,8141337864.0,2.4215965888330806
2026-02-07,UNITED ARAB EMIRATES,ARE,10.515918417288368,7188011875.0,2.269413320912189
2026-02-07,GUATEMALA,GTM,6.485930946346181,5024213301.0,0.8735477052947678
2026-02-07,PAKISTAN,PAK,18.882883002677172,5107479031.0,9.589125790382516
2026-02-07,TRINIDAD AND TOBAGO,TTO,6.323432235988937,3247910632.0,0.0142155389206534
2026-02-07,NICARAGUA,NIC,14.428916273279498,4640059191.0,1.3320080942045034
2026-02-07,KUWAIT,KWT,0.4618521601802067,1704495990.0,0.1050545739330252
2026-02-07,ALGERIA,DZA,2.9515250778607136,2712545770.0,0.0961585617779271
2026-02-07,SRI LANKA,LKA,18.881510016759705,3118528089.0,10.121829240961503
2026-02-07,ANGOLA,AGO,2.625495577400305,1662167957.0,0.0647056150655899
2026-02-07,EL SALVADOR,SLV,9.834150068217271,2301947103.0,0.92059912985759
2026-02-07,EGYPT,EGY,9.365274914705225,2559338157.0,1.8207506840214704
2026-02-07,EUROPEAN UNION,EUU,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-20,CHINA,CHN,4.6640548386990845,429425828419.0,10.865954673194842
2026-02-20,MEXICO,MEX,6.076603916191262,503438605302.0,0.2483985951474333
2026-02-20,CANADA,CAN,2.969329963448095,411693824741.0,0.1004719282005802
2026-02-20,JAPAN,JPN,6.6219220326654025,151340030810.0,1.5080061314809772
2026-02-20,"KOREA, SOUTH",KOR,7.555769657471295,130458735626.0,0.1907498779640211
2026-02-20,VIETNAM,VNM,1.911535049037412,141361159091.0,3.77434496880812
2026-02-20,TAIWAN,TWN,2.7488902336382117,115274122243.0,0.9381444681229574
2026-02-20,INDIA,IND,2.5563510315273943,87735219365.0,2.4006631752267915
2026-02-20,UNITED KINGDOM,GBR,2.6268226395753658,68205970097.0,0.9568484123484456
2026-02-20,SWITZERLAND,CHE,0.729214616398316,60919464587.0,0.5962607476322337
2026-02-20,MALAYSIA,MYS,1.9876293189470728,51626608290.0,0.6439635839187916
2026-02-20,THAILAND,THA,4.197670430122676,63282378964.0,1.5883308441545774
2026-02-20,BRAZIL,BRA,1.3107155454824315,42749059621.0,1.283186909521001
2026-02-20,SINGAPORE,SGP,0.5101808972535855,42642848286.0,0.0777042630402308
2026-02-20,INDONESIA,IDN,1.9667143133631624,28106070973.0,4.851827159726428
2026-02-20,ISRAEL,ISR,1.5179330551877142,22708195633.0,0.1302083374560647
2026-02-20,SAUDI ARABIA,SAU,0.1105592978870789,12571913684.0,0.3597939274556667
2026-02-20,RUSSIA,RUS,0.0536763956103662,2931845520.0,0.6264000226041924
2026-02-20,COLOMBIA,COL,2.291296038836718,18310770810.0,0.1414987128005017
2026-02-20,AUSTRALIA,AUS,1.2992513740183964,16680584707.0,0.1154843630386415
2026-02-20,PHILIPPINES,PHL,4.085922990456858,13930354398.0,1.3606079686473171
2026-02-20,CHILE,CHL,0.9278891824546962,16426746171.0,0.0289320292072832
2026-02-20,TURKEY,TUR,3.750888409222396,16577520954.0,3.317861883729277
2026-02-20,SOUTH AFRICA,ZAF,4.624256695433369,14590861017.0,0.2596966618752078
2026-02-20,VENEZUELA,VEN,0.0076606602926809,5684940767.0,0.1419630974318645
2026-02-20,IRAQ,IRQ,0.0006899864731883,7595583687.0,0.0941318046727223
2026-02-20,ECUADOR,ECU,0.1554653553599952,8723106488.0,0.4318083133780035
2026-02-20,COSTA RICA,CRI,0.8269091100044585,11441670778.0,0.108517280744293
2026-02-20,PERU,PER,1.896500184669195,9605440694.0,0.1023464233779589
2026-02-20,BANGLADESH,BGD,0.039757597459876,8444238245.0,15.06031083091498
2026-02-20,CAMBODIA,KHM,1.953315892501324,12728558279.0,7.049896660177754
2026-02-20,HONG KONG,HKG,0.3511562216300382,5895965378.0,0.989900894224688
2026-02-20,NORWAY,NOR,1.6106121014852255,6521465715.0,0.575496378270847
2026-02-20,DOMINICAN REPUBLIC,DOM,1.016274428334507,7502813278.0,0.3628772433912622
2026-02-20,ARGENTINA,ARG,0.3025785936478266,7735341905.0,1.041774881959791
2026-02-20,NIGERIA,NGA,0.0023482090011847,6108389412.0,0.0762987701937297
2026-02-20,HONDURAS,HND,5.097945977187613,5523842740.0,0.4703619603768806
2026-02-20,NEW ZEALAND,NZL,0.419676675258824,5580064221.0,1.1250411019239055
2026-02-20,SLOVAKIA,SVK,21.30963817902055,8141337864.0,2.4215965888330806
2026-02-20,UNITED ARAB EMIRATES,ARE,4.268590868180779,7188011875.0,2.269413320912189
2026-02-20,GUATEMALA,GTM,0.2308405178118451,5024213301.0,0.8735477052947678
2026-02-20,PAKISTAN,PAK,0.560018187571488,5107479031.0,9.589125790382516
2026-02-20,TRINIDAD AND TOBAGO,TTO,0.0064854232109918,3247910632.0,0.0142155389206534
2026-02-20,NICARAGUA,NIC,3.783385335697972,4640059191.0,1.3320080942045034
2026-02-20,KUWAIT,KWT,0.0061891169365555,1704495990.0,0.1050545739330252
2026-02-20,ALGERIA,DZA,0.0208094092362541,2712545770.0,0.0961585617779271
2026-02-20,SRI LANKA,LKA,0.2665794330768973,3118528089.0,10.121829240961503
2026-02-20,ANGOLA,AGO,0.000370585293385,1662167957.0,0.0647056150655899
2026-02-20,EL SALVADOR,SLV,0.8857197445340255,2301947103.0,0.92059912985759
2026-02-20,EGYPT,EGY,0.340324918619185,2559338157.0,1.8207506840214704
2026-02-20,EUROPEAN UNION,EUU,2.990300591586092,597473236377.0,1.2290777517549552
2026-04-06,CHINA,CHN,10.187387722662749,429425828419.0,10.865954673194842
2026-04-06,MEXICO,MEX,7.59725405002588,503438605302.0,0.2483985951474333
2026-04-06,CANADA,CAN,5.638700996390761,411693824741.0,0.1004719282005802
2026-04-06,JAPAN,JPN,12.7003985868952,151340030810.0,1.5080061314809772
2026-04-06,"KOREA, SOUTH",KOR,12.876379808675797,130458735626.0,0.1907498779640211
2026-04-06,VIETNAM,VNM,8.239321417138507,141361159091.0,3.77434496880812
2026-04-06,TAIWAN,TWN,5.824007221237098,115274122243.0,0.9381444681229574
2026-04-06,INDIA,IND,9.583241766993444,87735219365.0,2.4006631752267915
2026-04-06,UNITED KINGDOM,GBR,8.098461983598344,68205970097.0,0.9568484123484456
2026-04-06,SWITZERLAND,CHE,4.4150210837932296,60919464587.0,0.5962607476322337
2026-04-06,MALAYSIA,MYS,6.491003936044159,51626608290.0,0.6439635839187916
2026-04-06,THAILAND,THA,10.208672472356202,63282378964.0,1.5883308441545774
2026-04-06,BRAZIL,BRA,10.58425682439411,42749059621.0,1.283186909521001
2026-04-06,SINGAPORE,SGP,4.406215678413934,42642848286.0,0.0777042630402308
2026-04-06,INDONESIA,IDN,10.355916763307462,28106070973.0,4.851827159726428
2026-04-06,ISRAEL,ISR,6.465150529690259,22708195633.0,0.1302083374560647
2026-04-06,SAUDI ARABIA,SAU,1.5146560944205734,12571913684.0,0.3597939274556667
2026-04-06,RUSSIA,RUS,0.9935012571876572,2931845520.0,0.6264000226041924
2026-04-06,COLOMBIA,COL,5.5390175698998885,18310770810.0,0.1414987128005017
2026-04-06,AUSTRALIA,AUS,6.503291593817869,16680584707.0,0.1154843630386415
2026-04-06,PHILIPPINES,PHL,8.272571006631757,13930354398.0,1.3606079686473171
2026-04-06,CHILE,CHL,6.09978952690545,16426746171.0,0.0289320292072832
2026-04-06,TURKEY,TUR,13.73313797441272,16577520954.0,3.317861883729277
2026-04-06,SOUTH AFRICA,ZAF,7.772642401148575,14590861017.0,0.2596966618752078
2026-04-06,VENEZUELA,VEN,1.341084506852875,5684940767.0,0.1419630974318645
2026-04-06,IRAQ,IRQ,0.1782477767070384,7595583687.0,0.0941318046727223
2026-04-06,ECUADOR,ECU,4.137389686191344,8723106488.0,0.4318083133780035
2026-04-06,COSTA RICA,CRI,7.937257965385587,11441670778.0,0.108517280744293
2026-04-06,PERU,PER,7.474125062772471,9605440694.0,0.1023464233779589
2026-04-06,BANGLADESH,BGD,9.974383839758657,8444238245.0,15.06031083091498
2026-04-06,CAMBODIA,KHM,11.01585294120332,12728558279.0,7.049896660177754
2026-04-06,HONG KONG,HKG,7.676867347099948,5895965378.0,0.989900894224688
2026-04-06,NORWAY,NOR,6.712746411333392,6521465715.0,0.575496378270847
2026-04-06,DOMINICAN REPUBLIC,DOM,10.166756065177395,7502813278.0,0.3628772433912622
2026-04-06,ARGENTINA,ARG,7.63104937311753,7735341905.0,1.041774881959791
2026-04-06,NIGERIA,NGA,0.3989428793149117,6108389412.0,0.0762987701937297
2026-04-06,HONDURAS,HND,11.540063409734216,5523842740.0,0.4703619603768806
2026-04-06,NEW ZEALAND,NZL,7.859225892948733,5580064221.0,1.1250411019239055
2026-04-06,SLOVAKIA,SVK,22.88564027404919,8141337864.0,2.4215965888330806
2026-04-06,UNITED ARAB EMIRATES,ARE,16.328980526343383,7188011875.0,2.269413320912189
2026-04-06,GUATEMALA,GTM,6.718094377737089,5024213301.0,0.8735477052947678
2026-04-06,PAKISTAN,PAK,10.11527249674968,5107479031.0,9.589125790382516
2026-04-06,TRINIDAD AND TOBAGO,TTO,4.3123210371017375,3247910632.0,0.0142155389206534
2026-04-06,NICARAGUA,NIC,9.68512629260552,4640059191.0,1.3320080942045034
2026-04-06,KUWAIT,KWT,0.4591376451404851,1704495990.0,0.1050545739330252
2026-04-06,ALGERIA,DZA,2.0808694262143272,2712545770.0,0.0961585617779271
2026-04-06,SRI LANKA,LKA,10.700626984155408,3118528089.0,10.121829240961503
2026-04-06,ANGOLA,AGO,1.6867140009485817,1662167957.0,0.0647056150655899
2026-04-06,EL SALVADOR,SLV,10.279065422121477,2301947103.0,0.92059912985759
2026-04-06,EGYPT,EGY,11.879801438837376,2559338157.0,1.8207506840214704
2026-04-06,EUROPEAN UNION,EUU,8.939733420133852,597473236377.0,1.2290777517549552
2025-02-04,AUSTRIA,AUT,0.0,597473236377.0,1.2290777517549552
2025-03-06,AUSTRIA,AUT,0.0,597473236377.0,1.2290777517549552
2025-03-12,AUSTRIA,AUT,0.6687299193061911,597473236377.0,1.2290777517549552
2025-04-03,AUSTRIA,AUT,3.491921460032639,597473236377.0,1.2290777517549552
2025-04-05,AUSTRIA,AUT,20.698384292006526,597473236377.0,1.2290777517549552
2025-04-09,AUSTRIA,AUT,12.095152876019585,597473236377.0,1.2290777517549552
2025-04-11,AUSTRIA,AUT,11.5148821282915,597473236377.0,1.2290777517549552
2025-05-12,AUSTRIA,AUT,11.5148821282915,597473236377.0,1.2290777517549552
2025-06-03,AUSTRIA,AUT,12.24350178678832,597473236377.0,1.2290777517549552
2025-08-07,AUSTRIA,AUT,15.200710194823408,597473236377.0,1.2290777517549552
2025-11-14,AUSTRIA,AUT,11.12922149157035,597473236377.0,1.2290777517549552
2025-12-04,AUSTRIA,AUT,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-07,AUSTRIA,AUT,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-20,AUSTRIA,AUT,2.990300591586092,597473236377.0,1.2290777517549552
2026-04-06,AUSTRIA,AUT,8.939733420133852,597473236377.0,1.2290777517549552
2025-02-04,BELGIUM,BEL,0.0,597473236377.0,1.2290777517549552
2025-03-06,BELGIUM,BEL,0.0,597473236377.0,1.2290777517549552
2025-03-12,BELGIUM,BEL,0.6687299193061911,597473236377.0,1.2290777517549552
2025-04-03,BELGIUM,BEL,3.491921460032639,597473236377.0,1.2290777517549552
2025-04-05,BELGIUM,BEL,20.698384292006526,597473236377.0,1.2290777517549552
2025-04-09,BELGIUM,BEL,12.095152876019585,597473236377.0,1.2290777517549552
2025-04-11,BELGIUM,BEL,11.5148821282915,597473236377.0,1.2290777517549552
2025-05-12,BELGIUM,BEL,11.5148821282915,597473236377.0,1.2290777517549552
2025-06-03,BELGIUM,BEL,12.24350178678832,597473236377.0,1.2290777517549552
2025-08-07,BELGIUM,BEL,15.200710194823408,597473236377.0,1.2290777517549552
2025-11-14,BELGIUM,BEL,11.12922149157035,597473236377.0,1.2290777517549552
2025-12-04,BELGIUM,BEL,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-07,BELGIUM,BEL,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-20,BELGIUM,BEL,2.990300591586092,597473236377.0,1.2290777517549552
2026-04-06,BELGIUM,BEL,8.939733420133852,597473236377.0,1.2290777517549552
2025-02-04,BULGARIA,BGR,0.0,597473236377.0,1.2290777517549552
2025-03-06,BULGARIA,BGR,0.0,597473236377.0,1.2290777517549552
2025-03-12,BULGARIA,BGR,0.6687299193061911,597473236377.0,1.2290777517549552
2025-04-03,BULGARIA,BGR,3.491921460032639,597473236377.0,1.2290777517549552
2025-04-05,BULGARIA,BGR,20.698384292006526,597473236377.0,1.2290777517549552
2025-04-09,BULGARIA,BGR,12.095152876019585,597473236377.0,1.2290777517549552
2025-04-11,BULGARIA,BGR,11.5148821282915,597473236377.0,1.2290777517549552
2025-05-12,BULGARIA,BGR,11.5148821282915,597473236377.0,1.2290777517549552
2025-06-03,BULGARIA,BGR,12.24350178678832,597473236377.0,1.2290777517549552
2025-08-07,BULGARIA,BGR,15.200710194823408,597473236377.0,1.2290777517549552
2025-11-14,BULGARIA,BGR,11.12922149157035,597473236377.0,1.2290777517549552
2025-12-04,BULGARIA,BGR,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-07,BULGARIA,BGR,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-20,BULGARIA,BGR,2.990300591586092,597473236377.0,1.2290777517549552
2026-04-06,BULGARIA,BGR,8.939733420133852,597473236377.0,1.2290777517549552
2025-02-04,CROATIA,HRV,0.0,597473236377.0,1.2290777517549552
2025-03-06,CROATIA,HRV,0.0,597473236377.0,1.2290777517549552
2025-03-12,CROATIA,HRV,0.6687299193061911,597473236377.0,1.2290777517549552
2025-04-03,CROATIA,HRV,3.491921460032639,597473236377.0,1.2290777517549552
2025-04-05,CROATIA,HRV,20.698384292006526,597473236377.0,1.2290777517549552
2025-04-09,CROATIA,HRV,12.095152876019585,597473236377.0,1.2290777517549552
2025-04-11,CROATIA,HRV,11.5148821282915,597473236377.0,1.2290777517549552
2025-05-12,CROATIA,HRV,11.5148821282915,597473236377.0,1.2290777517549552
2025-06-03,CROATIA,HRV,12.24350178678832,597473236377.0,1.2290777517549552
2025-08-07,CROATIA,HRV,15.200710194823408,597473236377.0,1.2290777517549552
2025-11-14,CROATIA,HRV,11.12922149157035,597473236377.0,1.2290777517549552
2025-12-04,CROATIA,HRV,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-07,CROATIA,HRV,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-20,CROATIA,HRV,2.990300591586092,597473236377.0,1.2290777517549552
2026-04-06,CROATIA,HRV,8.939733420133852,597473236377.0,1.2290777517549552
2025-02-04,CYPRUS,CYP,0.0,597473236377.0,1.2290777517549552
2025-03-06,CYPRUS,CYP,0.0,597473236377.0,1.2290777517549552
2025-03-12,CYPRUS,CYP,0.6687299193061911,597473236377.0,1.2290777517549552
2025-04-03,CYPRUS,CYP,3.491921460032639,597473236377.0,1.2290777517549552
2025-04-05,CYPRUS,CYP,20.698384292006526,597473236377.0,1.2290777517549552
2025-04-09,CYPRUS,CYP,12.095152876019585,597473236377.0,1.2290777517549552
2025-04-11,CYPRUS,CYP,11.5148821282915,597473236377.0,1.2290777517549552
2025-05-12,CYPRUS,CYP,11.5148821282915,597473236377.0,1.2290777517549552
2025-06-03,CYPRUS,CYP,12.24350178678832,597473236377.0,1.2290777517549552
2025-08-07,CYPRUS,CYP,15.200710194823408,597473236377.0,1.2290777517549552
2025-11-14,CYPRUS,CYP,11.12922149157035,597473236377.0,1.2290777517549552
2025-12-04,CYPRUS,CYP,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-07,CYPRUS,CYP,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-20,CYPRUS,CYP,2.990300591586092,597473236377.0,1.2290777517549552
2026-04-06,CYPRUS,CYP,8.939733420133852,597473236377.0,1.2290777517549552
2025-02-04,CZECH REPUBLIC,CZE,0.0,597473236377.0,1.2290777517549552
2025-03-06,CZECH REPUBLIC,CZE,0.0,597473236377.0,1.2290777517549552
2025-03-12,CZECH REPUBLIC,CZE,0.6687299193061911,597473236377.0,1.2290777517549552
2025-04-03,CZECH REPUBLIC,CZE,3.491921460032639,597473236377.0,1.2290777517549552
2025-04-05,CZECH REPUBLIC,CZE,20.698384292006526,597473236377.0,1.2290777517549552
2025-04-09,CZECH REPUBLIC,CZE,12.095152876019585,597473236377.0,1.2290777517549552
2025-04-11,CZECH REPUBLIC,CZE,11.5148821282915,597473236377.0,1.2290777517549552
2025-05-12,CZECH REPUBLIC,CZE,11.5148821282915,597473236377.0,1.2290777517549552
2025-06-03,CZECH REPUBLIC,CZE,12.24350178678832,597473236377.0,1.2290777517549552
2025-08-07,CZECH REPUBLIC,CZE,15.200710194823408,597473236377.0,1.2290777517549552
2025-11-14,CZECH REPUBLIC,CZE,11.12922149157035,597473236377.0,1.2290777517549552
2025-12-04,CZECH REPUBLIC,CZE,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-07,CZECH REPUBLIC,CZE,11.12922149157035,597473236377.0,1.2290777517549552
2026-02-20,CZECH REPUBLIC,CZE,2.990300591586092,597473236377.0,1.2290777517549552
2026-04-06,CZECH REPUBLIC,CZE,8.939733420133852,597473236377.0,1.2290777517549552
2025-02-04,DENMARK,DNK,0.0,597473236377.0,1.2290777517549552
2025-03-06,DENMARK,DNK,0.0,597473236377.0,1.2290777517549552
2025-03-12,DENMARK,DNK,0.6687299193061911,597473236377.0,1.2290777517549552
2025-04-03,DENMARK,DNK,3.491921460032639,597473236377.0,1.2290777517549552
2025-04-05,DENMARK,DNK,20.698384292006526,597473236377.0,1.2290777517549552
2025-04-09,DENMARK,DNK,12.095152876019585,597473236377.0,1.2290777517549552
2025-04-11,DENMARK,DNK,11.5148821282915,597473236377.0,1.2290777517549552
2025-05-12,DENMARK,DNK,11.5148821282915,597473236377.0,1.2290777517549552
2025-06-03,DENMARK,DNK,12.24350178678832,597473236377.0,1.2290777517549552
